92
\ID	X	Y	Vx	Vy	Radius
9	0.276763153203039	0.06057582292804086	0.276763153203039	0.06057582292804086	0.014818839629093465
10	0.2077365410121685	0.09671635815714348	0.2077365410121685	0.09671635815714348	0.011803875746269269
11	0.013831596395605383	0.016918868226161572	0.013831596395605383	0.016918868226161572	0.012159450668716818
12	0.031149161971737914	0.03128088640295029	0.031149161971737914	0.03128088640295029	0.010240706729694963
13	0.2570320343501225	0.03433562543576945	0.2570320343501225	0.03433562543576945	0.013968734531758401
14	0.010790519142609478	0.09472982745626121	0.010790519142609478	0.09472982745626121	0.01049963383017868
15	0.08713477499924739	0.09167898172916547	0.08713477499924739	0.09167898172916547	0.012963510545440067
16	0.12362958376470257	0.09912316271527338	0.12362958376470257	0.09912316271527338	0.01153594632520446
17	0.1586870789254122	0.08589459480031914	0.1586870789254122	0.08589459480031914	0.01246534902343028
18	0.06300321820288947	0.02380153821932117	0.06300321820288947	0.02380153821932117	0.012170618727256615
19	0.10990317935614698	0.023763120969839152	0.10990317935614698	0.023763120969839152	0.011546883439814906
20	0.19145918159669958	0.036729539026928715	0.19145918159669958	0.036729539026928715	0.011747292069153311
21	0.28408578839685406	0.031593734307029574	0.28408578839685406	0.031593734307029574	0.010938494436296646
22	0.09754213637350814	0.06315575232951974	0.09754213637350814	0.06315575232951974	0.012011288213465005
23	0.2873560543003811	0.09627617222070954	0.2873560543003811	0.09627617222070954	0.011578878812872184
24	0.15815581426737316	0.02496624153961255	0.15815581426737316	0.02496624153961255	0.013989901084324009
25	0.013622033843922377	0.052478371402778536	0.013622033843922377	0.052478371402778536	0.011876330200663787
26	0.04716671619893093	0.04947716802201734	0.04716671619893093	0.04947716802201734	0.010616783016382678
27	0.17751036219566776	0.06030275185462321	0.17751036219566776	0.06030275185462321	0.013698905792435788
28	0.21811387737114404	0.015958573216972523	0.21811387737114404	0.015958573216972523	0.013955875690060269
29	0.030605106644626654	0.0737803803951602	0.030605106644626654	0.0737803803951602	0.011564550488017345
30	0.0385511632638104	0.0991478367589594	0.0385511632638104	0.0991478367589594	0.010414115796288533
31	0.2047591753392722	0.05743065031800209	0.2047591753392722	0.05743065031800209	0.010860245587796784
32	0.24992041931556286	0.06730811687441951	0.24992041931556286	0.06730811687441951	0.011825971232259126
33	0.18550291811074432	0.013952303953158435	0.18550291811074432	0.013952303953158435	0.011743388528059357
34	0.08723901356415414	0.03780851570904625	0.08723901356415414	0.03780851570904625	0.01028849779524647
35	0.1359785486928093	0.010612767678227091	0.1359785486928093	0.010612767678227091	0.010629183420547738
36	0.15073150600709526	0.05331661452666386	0.15073150600709526	0.05331661452666386	0.01077242282957522
37	0.26707284427432115	0.08586267663760333	0.26707284427432115	0.08586267663760333	0.010312413900740081
38	0.24335820089986027	0.013146419178356612	0.24335820089986027	0.013146419178356612	0.010222822478370613
39	0.2756967223200421	0.0103410752098895	0.2756967223200421	0.0103410752098895	0.01011827353237282
40	0.11444207594746081	0.047041795194428616	0.11444207594746081	0.047041795194428616	0.010319748035203429
41	0.17816979816879425	0.0994443123131728	0.17816979816879425	0.0994443123131728	0.010268464393921466
42	0.040424240919824696	0.012798491280028851	0.040424240919824696	0.012798491280028851	0.010088123893815578
43	0.10856744635723388	0.08320981249550452	0.10856744635723388	0.08320981249550452	0.01
-1	0.0	1.0	0.0	1.0	0.007
-2	0.3	1.0	0.3	1.0	0.007
-3	0.0	-0.1	0.0	-0.1	0.007
-4	0.3	-0.1	0.3	-0.1	0.007
-5	0.0	0.0	0.0	0.0	0.007
-6	0.007	0.0	0.007	0.0	0.007
-7	0.014	0.0	0.014	0.0	0.007
-8	0.021	0.0	0.021	0.0	0.007
-9	0.028	0.0	0.028	0.0	0.007
-10	0.035	0.0	0.035	0.0	0.007
-11	0.042	0.0	0.042	0.0	0.007
-12	0.049	0.0	0.049	0.0	0.007
-13	0.056	0.0	0.056	0.0	0.007
-14	0.063	0.0	0.063	0.0	0.007
-15	0.07	0.0	0.07	0.0	0.007
-16	0.077	0.0	0.077	0.0	0.007
-17	0.084	0.0	0.084	0.0	0.007
-18	0.091	0.0	0.091	0.0	0.007
-19	0.098	0.0	0.098	0.0	0.007
-20	0.105	0.0	0.105	0.0	0.007
-21	0.112	0.0	0.112	0.0	0.007
-22	0.11900000000000001	0.0	0.11900000000000001	0.0	0.007
-23	0.126	0.0	0.126	0.0	0.007
-24	0.133	0.0	0.133	0.0	0.007
-25	0.14	0.0	0.14	0.0	0.007
-26	0.147	0.0	0.147	0.0	0.007
-27	0.154	0.0	0.154	0.0	0.007
-28	0.161	0.0	0.161	0.0	0.007
-29	0.168	0.0	0.168	0.0	0.007
-30	0.17500000000000002	0.0	0.17500000000000002	0.0	0.007
-31	0.182	0.0	0.182	0.0	0.007
-32	0.189	0.0	0.189	0.0	0.007
-33	0.196	0.0	0.196	0.0	0.007
-34	0.203	0.0	0.203	0.0	0.007
-35	0.21	0.0	0.21	0.0	0.007
-36	0.217	0.0	0.217	0.0	0.007
-37	0.224	0.0	0.224	0.0	0.007
-38	0.231	0.0	0.231	0.0	0.007
-39	0.23800000000000002	0.0	0.23800000000000002	0.0	0.007
-40	0.245	0.0	0.245	0.0	0.007
-41	0.252	0.0	0.252	0.0	0.007
-42	0.259	0.0	0.259	0.0	0.007
-43	0.266	0.0	0.266	0.0	0.007
-44	0.273	0.0	0.273	0.0	0.007
-45	0.28	0.0	0.28	0.0	0.007
-46	0.28700000000000003	0.0	0.28700000000000003	0.0	0.007
-47	0.294	0.0	0.294	0.0	0.007
-48	0.301	0.0	0.301	0.0	0.007
92
\ID	X	Y	Vx	Vy	Radius
0	0.08789406464584877	0.01265802872633719	0.08789406464584877	0.01265802872633719	0.01252817324566672
1	0.22411796349655871	0.0405692790296575	0.22411796349655871	0.0405692790296575	0.011690569712305452
2	0.1304781003266817	0.06520347548744337	0.1304781003266817	0.06520347548744337	0.012944080030781228
3	0.13136309505325433	0.031644518101530655	0.13136309505325433	0.031644518101530655	0.010055970919936232
4	0.057550026834562625	0.07891214803179653	0.057550026834562625	0.07891214803179653	0.013067300160146764
5	0.07125783913869159	0.05821413191379917	0.07125783913869159	0.05821413191379917	0.010177002787382485
6	0.22573209371356917	0.06438945493126562	0.22573209371356917	0.06438945493126562	0.01025938528199245
7	0.24031760670711838	0.09132847050442995	0.24031760670711838	0.09132847050442995	0.014515159772226935
8	0.18942737011706026	0.08159666802760122	0.18942737011706026	0.08159666802760122	0.010014052359323143
9	0.276763153203039	0.05984078741708909	0.276763153203039	0.05984078741708909	0.014818839629093465
10	0.2077365410121685	0.09598134866791122	0.2077365410121685	0.09598134866791122	0.011803875746269269
11	0.013831596395605383	0.016183845726069557	0.013831596395605383	0.016183845726069557	0.012159450668716818
12	0.031149161971737914	0.030545854714795102	0.031149161971737914	0.030545854714795102	0.010240706729694963
13	0.2570320343501225	0.03360058992481768	0.2570320343501225	0.03360058992481768	0.013968734531758401
14	0.010790519142609478	0.09399481796702895	0.010790519142609478	0.09399481796702895	0.01049963383017868
15	0.08713477499924739	0.09094397223993321	0.08713477499924739	0.09094397223993321	0.012963510545440067
16	0.12362958376470257	0.09838815322604112	0.12362958376470257	0.09838815322604112	0.01153594632520446
17	0.1586870789254122	0.08515958531108687	0.1586870789254122	0.08515958531108687	0.01246534902343028
18	0.06300321820288947	0.023066515719229155	0.06300321820288947	0.023066515719229155	0.012170618727256615
19	0.10990317935614698	0.023028098469747137	0.10990317935614698	0.023028098469747137	0.011546883439814906
20	0.19145918159669958	0.035994503515976946	0.19145918159669958	0.035994503515976946	0.011747292069153311
21	0.28408578839685406	0.030858699673852272	0.28408578839685406	0.030858699673852272	0.010938494436296646
22	0.09754213637350814	0.0624207427811238	0.09754213637350814	0.0624207427811238	0.012011288213465005
23	0.2873560543003811	0.09554116273147728	0.2873560543003811	0.09554116273147728	0.011578878812872184
24	0.15815581426737316	0.024231219039520534	0.15815581426737316	0.024231219039520534	0.013989901084324009
25	0.013622033843922377	0.05174333589182677	0.013622033843922377	0.05174333589182677	0.011876330200663787
26	0.04716671619893093	0.04874213251106557	0.04716671619893093	0.04874213251106557	0.010616783016382678
27	0.17751036219566776	0.05956771634367144	0.17751036219566776	0.05956771634367144	0.013698905792435788
28	0.21811387737114404	0.015223550716880509	0.21811387737114404	0.015223550716880509	0.013955875690060269
29	0.030605106644626654	0.07304537090592794	0.030605106644626654	0.07304537090592794	0.011564550488017345
30	0.0385511632638104	0.09841282726972714	0.0385511632638104	0.09841282726972714	0.010414115796288533
31	0.2047591753392722	0.05669561480705032	0.2047591753392722	0.05669561480705032	0.010860245587796784
32	0.24992041931556286	0.06657310738518725	0.24992041931556286	0.06657310738518725	0.011825971232259126
33	0.18550291811074432	0.01321728145306642	0.18550291811074432	0.01321728145306642	0.011743388528059357
34	0.08723901356415414	0.037073480198094484	0.08723901356415414	0.037073480198094484	0.01028849779524647
35	0.1359785486928093	0.010815271841267616	0.1359785486928093	0.010815271841267616	0.010629183420547738
36	0.15073150600709526	0.05258157901571209	0.15073150600709526	0.05258157901571209	0.01077242282957522
37	0.26707284427432115	0.08512766714837107	0.26707284427432115	0.08512766714837107	0.010312413900740081
38	0.24335820089986027	0.012411396678264597	0.24335820089986027	0.012411396678264597	0.010222822478370613
39	0.2756967223200421	0.01037637892371667	0.2756967223200421	0.01037637892371667	0.01011827353237282
40	0.11444207594746081	0.04630675968347685	0.11444207594746081	0.04630675968347685	0.010319748035203429
41	0.17816979816879425	0.09870930282394054	0.17816979816879425	0.09870930282394054	0.010268464393921466
42	0.040424240919824696	0.012063468779936836	0.040424240919824696	0.012063468779936836	0.010088123893815578
43	0.10856744635723388	0.08247480300627226	0.10856744635723388	0.08247480300627226	0.01
-1	0.0	1.0	0.0	1.0	0.007
-2	0.3	1.0	0.3	1.0	0.007
-3	0.0	-0.1	0.0	-0.1	0.007
-4	0.3	-0.1	0.3	-0.1	0.007
-5	0.0	0.0	0.0	0.0	0.007
-6	0.007	0.0	0.007	0.0	0.007
-7	0.014	0.0	0.014	0.0	0.007
-8	0.021	0.0	0.021	0.0	0.007
-9	0.028	0.0	0.028	0.0	0.007
-10	0.035	0.0	0.035	0.0	0.007
-11	0.042	0.0	0.042	0.0	0.007
-12	0.049	0.0	0.049	0.0	0.007
-13	0.056	0.0	0.056	0.0	0.007
-14	0.063	0.0	0.063	0.0	0.007
-15	0.07	0.0	0.07	0.0	0.007
-16	0.077	0.0	0.077	0.0	0.007
-17	0.084	0.0	0.084	0.0	0.007
-18	0.091	0.0	0.091	0.0	0.007
-19	0.098	0.0	0.098	0.0	0.007
-20	0.105	0.0	0.105	0.0	0.007
-21	0.112	0.0	0.112	0.0	0.007
-22	0.11900000000000001	0.0	0.11900000000000001	0.0	0.007
-23	0.126	0.0	0.126	0.0	0.007
-24	0.133	0.0	0.133	0.0	0.007
-25	0.14	0.0	0.14	0.0	0.007
-26	0.147	0.0	0.147	0.0	0.007
-27	0.154	0.0	0.154	0.0	0.007
-28	0.161	0.0	0.161	0.0	0.007
-29	0.168	0.0	0.168	0.0	0.007
-30	0.17500000000000002	0.0	0.17500000000000002	0.0	0.007
-31	0.182	0.0	0.182	0.0	0.007
-32	0.189	0.0	0.189	0.0	0.007
-33	0.196	0.0	0.196	0.0	0.007
-34	0.203	0.0	0.203	0.0	0.007
-35	0.21	0.0	0.21	0.0	0.007
-36	0.217	0.0	0.217	0.0	0.007
-37	0.224	0.0	0.224	0.0	0.007
-38	0.231	0.0	0.231	0.0	0.007
-39	0.23800000000000002	0.0	0.23800000000000002	0.0	0.007
-40	0.245	0.0	0.245	0.0	0.007
-41	0.252	0.0	0.252	0.0	0.007
-42	0.259	0.0	0.259	0.0	0.007
-43	0.266	0.0	0.266	0.0	0.007
-44	0.273	0.0	0.273	0.0	0.007
-45	0.28	0.0	0.28	0.0	0.007
-46	0.28700000000000003	0.0	0.28700000000000003	0.0	0.007
-47	0.294	0.0	0.294	0.0	0.007
-48	0.301	0.0	0.301	0.0	0.007
92
\ID	X	Y	Vx	Vy	Radius
0	0.0875361577761128	0.012982368656562158	0.0875361577761128	0.012982368656562158	0.01252817324566672
1	0.22411796349655871	0.03934424597878937	0.22411796349655871	0.03934424597878937	0.011690569712305452
2	0.1304781003266817	0.06397848580518256	0.1304781003266817	0.06397848580518256	0.012944080030781228
3	0.13127678839240642	0.0307934606349982	0.13127678839240642	0.0307934606349982	0.010055970919936232
4	0.057550026834562625	0.07768715834953571	0.057550026834562625	0.07768715834953571	0.013067300160146764
5	0.07125783913869159	0.05698909886293104	0.07125783913869159	0.05698909886293104	0.010177002787382485
6	0.22573209371356917	0.0631644652490048	0.22573209371356917	0.0631644652490048	0.01025938528199245
7	0.24031760670711838	0.09010348082216914	0.24031760670711838	0.09010348082216914	0.014515159772226935
8	0.18942737011706026	0.08037167834534041	0.18942737011706026	0.08037167834534041	0.010014052359323143
9	0.276763153203039	0.05861575436622096	0.276763153203039	0.05861575436622096	0.014818839629093465
10	0.2077365410121685	0.09475635898565041	0.2077365410121685	0.09475635898565041	0.011803875746269269
11	0.013831596395605383	0.014958834359505086	0.013831596395605383	0.014958834359505086	0.012159450668716818
12	0.031149161971737914	0.029320834144134812	0.031149161971737914	0.029320834144134812	0.010240706729694963
13	0.2570320343501225	0.03237555687394955	0.2570320343501225	0.03237555687394955	0.013968734531758401
14	0.010790519142609478	0.09276982828476814	0.010790519142609478	0.09276982828476814	0.01049963383017868
15	0.08713477499924739	0.0897189825576724	0.08713477499924739	0.0897189825576724	0.012963510545440067
16	0.12362958376470257	0.09716316354378031	0.12362958376470257	0.09716316354378031	0.01153594632520446
17	0.1586870789254122	0.08393459562882606	0.1586870789254122	0.08393459562882606	0.01246534902343028
18	0.06300321820288947	0.021841504352664683	0.06300321820288947	0.021841504352664683	0.012170618727256615
19	0.11026106144105235	0.02196013999137199	0.11026106144105235	0.02196013999137199	0.011546883439814906
20	0.19145918159669958	0.034769470465108816	0.19145918159669958	0.034769470465108816	0.011747292069153311
21	0.28414689634880164	0.029773907532618726	0.28414689634880164	0.029773907532618726	0.010938494436296646
22	0.09754213637350814	0.06119574299253749	0.09754213637350814	0.06119574299253749	0.012011288213465005
23	0.2873560543003811	0.09431617304921647	0.2873560543003811	0.09431617304921647	0.011578878812872184
24	0.15815581426737316	0.023006207672956063	0.15815581426737316	0.023006207672956063	0.013989901084324009
25	0.013622033843922377	0.05051830284095864	0.013622033843922377	0.05051830284095864	0.011876330200663787
26	0.04716671619893093	0.04751709946019744	0.04716671619893093	0.04751709946019744	0.010616783016382678
27	0.17751036219566776	0.05834268329280331	0.17751036219566776	0.05834268329280331	0.013698905792435788
28	0.21811387737114404	0.013998539350316037	0.21811387737114404	0.013998539350316037	0.013955875690060269
29	0.030605106644626654	0.07182038122366713	0.030605106644626654	0.07182038122366713	0.011564550488017345
30	0.0385511632638104	0.09718783758746632	0.0385511632638104	0.09718783758746632	0.010414115796288533
31	0.2047591753392722	0.05547058175618219	0.2047591753392722	0.05547058175618219	0.010860245587796784
32	0.24992041931556286	0.06534811770292644	0.24992041931556286	0.06534811770292644	0.011825971232259126
33	0.18550291811074432	0.011992270086501949	0.18550291811074432	0.011992270086501949	0.011743388528059357
34	0.08723901356415414	0.035848447147226355	0.08723901356415414	0.035848447147226355	0.01028849779524647
35	0.13606467960685245	0.010628654379172653	0.13606467960685245	0.010628654379172653	0.010629183420547738
36	0.15073150600709526	0.05135654596484396	0.15073150600709526	0.05135654596484396	0.01077242282957522
37	0.26707284427432115	0.08390267746611026	0.26707284427432115	0.08390267746611026	0.010312413900740081
38	0.24335820089986027	0.011186385311700126	0.24335820089986027	0.011186385311700126	0.010222822478370613
39	0.2756355783674657	0.010418372300562318	0.2756355783674657	0.010418372300562318	0.01011827353237282
40	0.11444207594746081	0.04508172663260872	0.11444207594746081	0.04508172663260872	0.010319748035203429
41	0.17816979816879425	0.09748431314167973	0.17816979816879425	0.09748431314167973	0.010268464393921466
42	0.040424240919824696	0.010838457413372365	0.040424240919824696	0.010838457413372365	0.010088123893815578
43	0.10856744635723388	0.08124981332401145	0.10856744635723388	0.08124981332401145	0.01
-1	0.0	1.0	0.0	1.0	0.007
-2	0.3	1.0	0.3	1.0	0.007
-3	0.0	-0.1	0.0	-0.1	0.007
-4	0.3	-0.1	0.3	-0.1	0.007
-5	0.0	0.0	0.0	0.0	0.007
-6	0.007	0.0	0.007	0.0	0.007
-7	0.014	0.0	0.014	0.0	0.007
-8	0.021	0.0	0.021	0.0	0.007
-9	0.028	0.0	0.028	0.0	0.007
-10	0.035	0.0	0.035	0.0	0.007
-11	0.042	0.0	0.042	0.0	0.007
-12	0.049	0.0	0.049	0.0	0.007
-13	0.056	0.0	0.056	0.0	0.007
-14	0.063	0.0	0.063	0.0	0.007
-15	0.07	0.0	0.07	0.0	0.007
-16	0.077	0.0	0.077	0.0	0.007
-17	0.084	0.0	0.084	0.0	0.007
-18	0.091	0.0	0.091	0.0	0.007
-19	0.098	0.0	0.098	0.0	0.007
-20	0.105	0.0	0.105	0.0	0.007
-21	0.112	0.0	0.112	0.0	0.007
-22	0.11900000000000001	0.0	0.11900000000000001	0.0	0.007
-23	0.126	0.0	0.126	0.0	0.007
-24	0.133	0.0	0.133	0.0	0.007
-25	0.14	0.0	0.14	0.0	0.007
-26	0.147	0.0	0.147	0.0	0.007
-27	0.154	0.0	0.154	0.0	0.007
-28	0.161	0.0	0.161	0.0	0.007
-29	0.168	0.0	0.168	0.0	0.007
-30	0.17500000000000002	0.0	0.17500000000000002	0.0	0.007
-31	0.182	0.0	0.182	0.0	0.007
-32	0.189	0.0	0.189	0.0	0.007
-33	0.196	0.0	0.196	0.0	0.007
-34	0.203	0.0	0.203	0.0	0.007
-35	0.21	0.0	0.21	0.0	0.007
-36	0.217	0.0	0.217	0.0	0.007
-37	0.224	0.0	0.224	0.0	0.007
-38	0.231	0.0	0.231	0.0	0.007
-39	0.23800000000000002	0.0	0.23800000000000002	0.0	0.007
-40	0.245	0.0	0.245	0.0	0.007
-41	0.252	0.0	0.252	0.0	0.007
-42	0.259	0.0	0.259	0.0	0.007
-43	0.266	0.0	0.266	0.0	0.007
-44	0.273	0.0	0.273	0.0	0.007
-45	0.28	0.0	0.28	0.0	0.007
-46	0.28700000000000003	0.0	0.28700000000000003	0.0	0.007
-47	0.294	0.0	0.294	0.0	0.007
-48	0.301	0.0	0.301	0.0	0.007
92
\ID	X	Y	Vx	Vy	Radius
0	0.08678330045171515	0.013031332739576568	0.08678330045171515	0.013031332739576568	0.01252817324566672
1	0.2245999131753501	0.039612901081828945	0.2245999131753501	0.039612901081828945	0.011690569712305452
2	0.1304781003266817	0.062263505999632596	0.1304781003266817	0.062263505999632596	0.012944080030781228
3	0.13087004883665904	0.031482337832586256	0.13087004883665904	0.031482337832586256	0.010055970919936232
4	0.057550026834562625	0.07597217867425049	0.057550026834562625	0.07597217867425049	0.013067300160146764
5	0.07125783913869159	0.05527405847180374	0.07125783913869159	0.05527405847180374	0.010177002787382485
6	0.2257325252411649	0.06145773649526697	0.2257325252411649	0.06145773649526697	0.01025938528199245
7	0.24031760670711838	0.08838850114688392	0.24031760670711838	0.08838850114688392	0.014515159772226935
8	0.18942737011706026	0.07865669867005519	0.18942737011706026	0.07865669867005519	0.010014052359323143
9	0.276763153203039	0.056900713975093664	0.276763153203039	0.056900713975093664	0.014818839629093465
10	0.2077365410121685	0.09304137931036519	0.2077365410121685	0.09304137931036519	0.011803875746269269
11	0.013831596395605383	0.013243824326298826	0.013831596395605383	0.013243824326298826	0.012159450668716818
12	0.03074510621922271	0.028386941611089376	0.03074510621922271	0.028386941611089376	0.010240706729694963
13	0.2570320343501225	0.030660516907722212	0.2570320343501225	0.030660516907722212	0.013968734531758401
14	0.010790519142609478	0.09105484860948292	0.010790519142609478	0.09105484860948292	0.01049963383017868
15	0.08713477499924739	0.08800400288238718	0.08713477499924739	0.08800400288238718	0.012963510545440067
16	0.12362958376470257	0.09544818386849509	0.12362958376470257	0.09544818386849509	0.01153594632520446
17	0.1586870789254122	0.08221961595354084	0.1586870789254122	0.08221961595354084	0.01246534902343028
18	0.06300321820288947	0.020126494319458423	0.06300321820288947	0.020126494319458423	0.012170618727256615
19	0.11103075412355862	0.020582827690616968	0.11103075412355862	0.020582827690616968	0.011546883439814906
20	0.19202111698375005	0.0352009440700611	0.19202111698375005	0.0352009440700611	0.011747292069153311
